left_knee_angle,nose_conf,left_eye_conf,right_eye_conf,left_ear_conf,right_ear_conf,left_shoulder_conf,right_shoulder_conf,left_elbow_conf,right_elbow_conf,left_wrist_conf,right_wrist_conf,left_hip_conf,right_hip_conf,left_knee_conf,right_knee_conf,left_ankle_conf,right_ankle_conf,accel_x,gyro_x,accel_y,gyro_y,accel_z,gyro_z,accel_magnitude,label,timestamp
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.026065759515954814,-0.034580049342567004,-0.19308626238918616,-0.03611398880580254,0.7914739238723615,0.010065880162542154,0.7914739238723615,moderate,1743648270.8248699
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.03800445310471362,-0.038848691318304124,-0.18499363820641646,-0.031476645038109166,0.695964375162291,0.01406116409577222,0.695964375162291,moderate,1743648270.9252498
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.04934343234294099,-0.042501278443100136,-0.1739566116549481,-0.02633707141468224,0.6052525412564721,0.01716723259560638,0.6052525412564721,moderate,1743648271.0256681
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.05988337272852789,-0.045474259349104956,-0.16017467553463255,-0.02078681641450515,0.5209330181717768,0.019183599593422834,0.5209330181717768,poor,1743648271.125944
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.06947745736223339,-0.04772690567577597,-0.143845513221359,-0.014904444793939282,0.4441803411021329,0.0199880410231711,0.4441803411021329,poor,1743648271.2262611
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.07797316435816723,-0.049222693363684705,-0.12522277173061203,-0.008782167046046776,0.37621468513466216,0.019528031523072534,0.37621468513466216,poor,1743648271.3266327
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.0852262202084626,-0.04993625310166215,-0.10462296858680016,-0.002524009937923727,0.3181902383322992,0.01783324031928339,0.3181902383322992,poor,1743648271.4269462
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.09112687903886245,-0.04985734146560167,-0.08236241659000866,0.0037743213936278584,0.2709849676891004,0.015010859947892233,0.2709849676891004,poor,1743648271.5272615
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.09558198977428178,-0.04898697073722651,-0.058790585327553685,0.010013825342500955,0.23534408180574573,0.011238642251204554,0.23534408180574573,poor,1743648271.6275942
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.09852312510368742,-0.047335666852178444,-0.03424580673911234,0.01610387045587411,0.21181499917050062,0.006748007803268534,0.21181499917050062,poor,1743648271.728087
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.09989415274817043,-0.04493531629828208,-0.009199618845407997,0.02192754772365904,0.20084677801463657,0.0018379762603362671,0.20084677801463657,poor,1743648271.8284044
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.09967999028084547,-0.04182251418899312,0.015987437269375345,0.027402140553458038,0.20256007775323626,-0.0031872551832539215,0.20256007775323626,poor,1743648271.9287014
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.09788405952839659,-0.03804556698863915,0.040924852607740134,0.032442793229205326,0.2169275237728273,-0.008011781417693783,0.2169275237728273,poor,1743648272.0290146
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.09453607608593881,-0.033666343479004567,0.0652052242776172,0.03696724654006147,0.24371139131248953,-0.012328492087019045,0.24371139131248953,poor,1743648272.1292958
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.08968743758434326,-0.02875192038847041,0.08845707522984318,0.04090632070933611,0.2825004993252539,-0.01586697682714023,0.2825004993252539,poor,1743648272.2296019
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.08340935329347604,-0.023376188320278712,0.11032460801043618,0.04419902509801393,0.3327251736521917,-0.018404208413013455,0.3327251736521917,poor,1743648272.3299997
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.07581057807167024,-0.017632593454687363,0.1304263202339036,0.046787729674154066,0.39351537542663806,-0.019775389465386022,0.39351537542663806,poor,1743648272.430334
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.06700891523927115,-0.011609513305024539,0.14845612521490886,0.0486335193135399,0.4639286780858308,-0.019895767822552906,0.4639286780858308,poor,1743648272.530661
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.05713990453425956,-0.005399927368806072,0.1641344730373934,0.049707552589235565,0.5428807637259235,-0.018757256240275317,0.5428807637259235,poor,1743648272.6310236
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.046356669370513366,0.0008991359579943423,0.17721240594126483,0.04999191489160064,0.6291466450358931,-0.016429953821144823,0.6291466450358931,poor,1743648272.731445
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.03484933804650819,0.007176961662493016,0.18746224833518024,0.04948223136940275,0.7212052956279345,-0.013065870526382327,0.7212052956279345,poor,1743648272.831755
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.022782062215828222,0.013344336853183498,0.19474062381736515,0.04818639511261212,0.8177435022733742,-0.008873186015512825,0.8177435022733742,poor,1743648272.9321215
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.01034374537832752,0.01930394876034633,0.19892719202309503,0.04612328655091616,0.9172500369733798,-0.0041153044462251195,0.9172500369733798,poor,1743648273.032561
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.013760023898043514,0.029781036978554665,0.19809756931699363,0.04016328966210263,1.110080191184348,0.005451654575892327,1.110080191184348,good,1743648273.2248688
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.026100670122832993,0.03459310676583394,0.19306739775673212,0.03610148146943023,1.208805360982664,0.010078376920644503,1.208805360982664,good,1743648273.3251576
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.03802559680020114,0.03885588583558702,0.18497625780611449,0.03146776344025466,1.3042047744016092,0.014067665193890737,1.3042047744016092,good,1743648273.4254317
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.04935075480030565,0.0425034955889218,0.17394830267226077,0.026333493173570893,1.3948060384024452,0.017168960066216182,1.3948060384024452,good,1743648273.5257351
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.05989220238347925,0.04547655092042807,0.1601614696942603,0.020781802529658323,1.479137619067834,0.01918484631392823,1.479137619067834,good,1743648273.6260316
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.06947750045914547,0.04772691460667833,0.1438454299579857,0.014904416195438025,1.5558200036731638,0.019988041851903855,1.5558200036731638,good,1743648273.7262616
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.07796256456243254,0.04922120603801588,0.12524916809062708,0.00879049919874802,1.6237005164994605,0.019529492707312957,1.6237005164994605,good,1743648273.826498
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0852117195820834,0.049935551692019825,0.10467020293979346,0.002537848934356968,1.6816937566566672,0.01783825596301088,1.6816937566566672,good,1743648273.9267256
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.09110998048573449,0.04985888534780587,0.08243716287910642,-0.003753871584690806,1.728879843885876,0.015021696602429403,1.728879843885876,good,1743648274.026935
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.09556239945252744,0.04899362632230782,0.05891783468103982,-0.009981211338813885,1.7644991956202194,0.011260659305335003,1.7644991956202194,good,1743648274.1270645
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.09850383014519384,0.04735372520160769,0.034467111670507075,-0.016050691870776953,1.7880306411615507,0.006790285027174114,1.7880306411615507,good,1743648274.227193
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.09988812547991949,0.04496361353073844,0.009457777351547389,-0.02186946405969739,1.799105003839356,0.0018894393017050125,1.799105003839356,good,1743648274.3273761
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.09969175217845543,0.04186316420499277,-0.015691341254262307,-0.027339997855629263,1.7975340174276435,-0.0031285946073349837,1.7975340174276435,good,1743648274.4275196
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0979177547178536,0.0380991501708554,-0.04060114830958645,-0.032379851084565064,1.7833420377428288,-0.007951146562882564,1.7833420377428288,good,1743648274.527699
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.09459276223013474,0.033730730111419104,-0.06487555267350543,-0.036908506419938,1.756742097841078,-0.012273515457186964,1.756742097841078,moderate,1743648274.6279087
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.0897668521520752,0.028825457436278012,-0.08813426699547632,-0.04085453467596131,1.7181348172166016,-0.015823071429828882,1.7181348172166016,moderate,1743648274.7281704
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.08352032756108134,0.023465195119937266,-0.10998826999438945,-0.04415183595257702,1.6681626204886508,-0.01837251267561612,1.6681626204886508,moderate,1743648274.8283963
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.07595592942477908,0.01773696854653493,-0.13008761332606544,-0.04674826143055195,1.6076474353982326,-0.019761851153665154,1.6076474353982326,moderate,1743648274.928558
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.06718541523771582,0.011725245913627814,-0.1481366933522644,-0.04860574665885665,1.5374833219017265,-0.01990525050962812,1.5374833219017265,moderate,1743648275.0287669
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.057358679859094645,0.005532542038276497,-0.163828957694565,-0.04969296709389271,1.4588694388727572,-0.018794025472103425,1.4588694388727572,moderate,1743648275.1289003
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.046625402226176935,-0.0007473913617153695,-0.17693017681839596,-0.04999441374946238,1.3730032178094156,-0.016498881320212634,1.3730032178094156,moderate,1743648275.2290297
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.03514857398163733,-0.007018859514087106,-0.18723864715445226,-0.04950490491983102,1.2811885918530987,-0.013162342883459906,1.2811885918530987,moderate,1743648275.329213
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.023122396744378527,-0.013175762382828391,-0.19458010965970343,-0.048232761538514926,1.1849791739550282,-0.008998316988232686,1.1849791739550282,moderate,1743648275.429339
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.010725106494911424,-0.019126926655268224,-0.1988463938890802,-0.04619697692191546,1.0858008519592914,-0.004265297501178979,1.0858008519592914,moderate,1743648275.5295093
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.0018363893543374013,-0.024773026278632045,-0.19996627389776786,-0.043431522757073654,0.9853088851653008,0.0007344318732247555,0.9853088851653008,moderate,1743648275.6296358
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.01437700463065508,-0.030030746548816302,-0.19792222450094,-0.03997692161386064,0.8849839629547593,0.005691057476319137,0.8849839629547593,moderate,1743648275.729828
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.02669362449133148,-0.03481438942791491,-0.1927428381187305,-0.035888135766036756,0.7864510040693482,0.010290009888269766,0.7864510040693482,moderate,1743648275.8300498
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.038579552351121885,-0.03904389524562141,-0.18451686253984537,-0.031234183902399983,0.6913635811910249,0.014237155916041447,0.6913635811910249,moderate,1743648275.930204
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.04985946800532959,-0.04265704758621475,-0.17336704935166333,-0.026084023677864783,0.6011242559573633,0.017287977700655304,0.6011242559573633,moderate,1743648276.0303974
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.0603540175640014,-0.04559589695706639,-0.1594665176629152,-0.020518630087814946,0.5171678594879888,0.019248890015795446,0.5171678594879888,poor,1743648276.1306307
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.0698832429331249,-0.047810462631359046,-0.14305708451034294,-0.014634194988977698,0.44093405653500084,0.019994585980281747,0.44093405653500084,poor,1743648276.2307632
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.07831184719974156,-0.04926963467175728,-0.12437450845192242,-0.008514875178860399,0.3735052224020675,0.019479995002859827,0.3735052224020675,poor,1743648276.330952
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.08549674224257335,-0.04994868773020785,-0.1037363401302933,-0.0022646399338932476,0.3160260620594132,0.01773823826661521,0.3160260620594132,poor,1743648276.431079
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.09133190618268205,-0.04983782092993669,-0.08144895120350576,0.004023879341576302,0.26934475053854356,0.014877775939992873,0.26934475053854356,poor,1743648276.5312455
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.09572052841799938,-0.048938856219880936,-0.05788196400879885,0.010246382380617128,0.23423577265600493,0.011080984361587696,0.23423577265600493,poor,1743648276.631374
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.09859694199045413,-0.04726490881811421,-0.03338520810964183,0.016310376893724735,0.21122446407636697,0.006583358854651188,0.21122446407636697,poor,1743648276.7315612
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.0999124111014415,-0.04484377487026243,-0.008369016165965745,0.022114155090919033,0.200700711188468,0.0016723371673771584,0.200700711188468,poor,1743648276.8317125
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.09964762246478015,-0.04171390017756773,0.016775140788278867,0.027567200292665114,0.2028190202817588,-0.0033432057921278934,0.2028190202817588,poor,1743648276.9318461
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.09780622205754132,-0.037922989614302134,0.041662593622141114,0.032585991755868536,0.21755022353966946,-0.008149721766600478,0.21755022353966946,poor,1743648277.0320146
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.09441874371806214,-0.03353377462746387,0.0658817375211948,0.037087544529591884,0.2446500502555029,-0.01244094178142866,0.2446500502555029,poor,1743648277.132145
180.0,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,-0.08953842700944503,-0.028614408228266483,0.0890588589343988,0.0410026296930589,0.28369258392443975,-0.015948380280484255,0.28369258392443975,poor,1743648277.2322738
